Ad state,Ad type,Final URL,Beacon URLs,Long headline,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Description 5,Image ID,Square image ID,Logo ID,Landscape logo ID,Business name,Call to action text,Video ID,Accent color,Main color,Allow flexible color,Ad format preference,Promotion text,Price prefix,Enable Asset Enhancements,Enable Autogen Video,Path 1,Path 2,Auto-applied ad suggestion,Mobile final URL,Tracking template,Final URL suffix,Custom parameter,Campaign,Ad group,Campaign type,Campaign subtype,Ad final URL,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conversions,View-through conv.,Cost / conv.,Conv. rate,Impr. (Abs. Top) %,Impr. (Top) %
Enabled,Expanded dynamic search ad,, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Are roaches, mice, mosquitos, bed bugs or any other pest in your home? Call us today", --, --,Our system is tailored to remove pests in the OKC area. Let us destroy your pests, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,No,, --, --,,Priority Pest,Priority Pest - dynamic ad group,Search,All features,,8.0,135.0,5.93,USD,0.97,7.73,0.0,0.0,0.0,0.0,,
Enabled,Expanded dynamic search ad,, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Don't let mice and rats live rent-free in your home. Eliminate these rodents today!, --, --,Prioritize your home's safety with effective rat and mice extermination treatment., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,No,, --, --,,Priority Pest,Rats and Mice - Dyn,Search,All features,,13.0,201.0,6.47,USD,12.31,160.02,0.0,0.0,0.0,0.0,,
Enabled,Expanded dynamic search ad,, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Sign Up for Year Round Protection with Priority Pest. We Make Your Priority Our Priority., --, --,"Pests Invade Homes. Priority Pest & Mosquito Control Stops Insects, Spiders, Moles, & More", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,No,, --, --,,Priority Pest,Res Pest Control - Dyn,Search,All features,,44.0,1072.0,4.1,USD,5.33,234.46,6.0,0.0,39.08,13.64,,
Enabled,Expanded dynamic search ad,, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"CL-100, WDO, Or Any Termite Inspection Needed. Priority Can Do It all And Put You At Ease.", --, --,Protect Your Home's Value With Our Proven Inspection Methods. Your Home Is Our Priority, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,No,, --, --,,Priority Pest,Termite Inspection - Dyn,Search,All features,,3.0,145.0,2.07,USD,4.62,13.86,0.0,0.0,0.0,0.0,,
Enabled,Expanded dynamic search ad,, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Termites can devastate your home and wallet. Save yourself the hassle and call us today., --, --,"Stop Termite damage before it starts. Your home is our priority, so put your trust in us!", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,No,, --, --,,Priority Pest,Termites - Dyn,Search,All features,,4.0,245.0,1.63,USD,5.62,22.46,0.0,0.0,0.0,0.0,,
Enabled,Responsive display ad,https://prioritypestandmosquito.com, --,"Effective Mole & Gopher Control - Safe, Quick, and Reliable Solutions",Pest-Free Living Now, --,End Pests Today, --,"Safe Home, No Pests", --,Reliable Pest Fix, --,Pest Solution Awaits, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Expert solutions for mole and gopher issues in your yard., --,"Safe, eco-friendly pest control for a healthier lawn.", --,Quick eradication with lasting results for your garden., --,Get rid of burrowing pests fast with proven methods., --,Transform your lawn with our specialized pest services.,118250908719; 13858762575; 117815652252,118227598747; 118250833731,17791367388, --,Priority Pest & Mosquito, --,118907971602, --, --,true,All formats, --, --,true,true, --, --,No,, --, --,,[TOP] Awareness_Display_Gopher&Mole,Ad group 1,Display,All features,https://prioritypestandmosquito.com,135.0,115125.0,0.12,USD,1.74,234.3,0.0,0.0,0.0,0.0,,
Enabled,Responsive display ad,https://www.prioritypestandmosquito.com/pest-control-services/bed-bugs-okc/, --,Professional Bed Bug Control Solutions for a Safe Home Environment,Reliable Bed Bug Control, --,Safe Bed Bug Removal, --,Expert Bed Bug Treatment, --,Quick Bed Bug Solutions, --,Proven Bed Bug Prevention, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Trusted methods for bed bug removal, --,Quick and effective treatment solutions, --,Ensure a safe home with our help, --,Expert advice on bed bug control, --,Proven prevention for peace of mind,120219923786; 120252934587; 120252919773,120219958949; 120219941441; 120252853983,15049444732, --,Priority Pest & Mosquito, --, --, --, --,true,All formats, --, --,true,true, --, --,No,,{lpurl}?campaign=BB_Awareness_Top&source=google&medium=cpc&content={creative}&keyword={keyword},utm_campaign=BB_Awareness_Top&utm_source=google&utm_medium=cpc&utm_content={creative},,BB_Awareness_Top,Ad group 1,Display,All features,https://www.prioritypestandmosquito.com/pest-control-services/bed-bugs-okc/,0.0,0.0,0.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,,
Enabled,Responsive display ad,https://www.prioritypestandmosquito.com/pest-control-services/bed-bugs-okc/, --,Environmentally Friendly Bed Bug Solutions for Your Peace of Mind,Eco Bed Bug Treatment, --,Green Pest Control, --,Non-Toxic Bug Removal, --,Earth-Friendly Pest Solutions, --,Safe for Family and Pets, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Safe, non-toxic methods for families", --,Eco-friendly solutions that work, --,Protect your home and the planet, --,Green alternatives to pest control, --,"Effective treatment, kind to nature",120219923786; 120252934587; 120252919773,120219958949; 120219941441; 120252853983,15049444732, --,Priority Pest & Mosquito, --, --, --, --,true,All formats, --, --,true,true, --, --,No,,{lpurl}?campaign=BB_Awareness_Top&source=google&medium=cpc&content={creative}&keyword={keyword},utm_campaign=BB_Awareness_Top&utm_source=google&utm_medium=cpc&utm_content={creative},,BB_Awareness_Top,Ad group 1,Display,All features,https://www.prioritypestandmosquito.com/pest-control-services/bed-bugs-okc/,0.0,0.0,0.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,,
Enabled,Responsive display ad,https://www.prioritypestandmosquito.com/pest-control-services/bed-bugs-okc/, --,Environmentally Friendly Bed Bug Solutions for Your Peace of Mind,Eco Bed Bug Treatment, --,Green Pest Control, --,Non-Toxic Bug Removal, --,Earth-Friendly Pest Solutions, --,Safe for Family and Pets, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Safe, non-toxic methods for families", --,Eco-friendly solutions that work, --,Protect your home and the planet, --,Green alternatives to pest control, --,"Effective treatment, kind to nature",120219923786; 120252934587; 120252919773,120219958949; 120219941441; 120252853983,15049444732, --,Priority Pest & Mosquito, --, --, --, --,true,All formats, --, --,true,true, --, --,No,,{lpurl}?campaign=BB_Awareness_Top&source=google&medium=cpc&content={creative}&keyword={keyword},utm_campaign=BB_Awareness_Top&utm_source=google&utm_medium=cpc&utm_content={creative},,BB_Awareness_Top,Ad group 1,Display,All features,https://www.prioritypestandmosquito.com/pest-control-services/bed-bugs-okc/,0.0,0.0,0.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,,
Enabled,Responsive display ad,https://www.prioritypestandmosquito.com/pest-control-services/rodent-control/, --,Resolve Mole & Gopher Problems Quickly with Our Expert Services.,Mole Troubles Solved, --,Gopher Extermination Aids, --,Stop Rodent Destruction, --,Quick Pest Removal, --,Reliable Rodent Control, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Solutions for mole infestations., --,Get rid of gophers effectively., --,Protect your property from rodents., --,"Fast, reliable extermination.", --,Expertise in rodent control.,117815652252; 119371135124; 119403235074; 119379715915,118227598747; 118250833731; 118250766804; 117753070513; 117753070510,15049444732, --,Priority Pest & Mosquito, --,118907971602, --, --,true,All formats, --, --,true,true, --, --,No,, --, --,,M&G_Awareness_Top,Ad group 1,Display,All features,https://www.prioritypestandmosquito.com/pest-control-services/rodent-control/,25.0,18141.0,0.14,USD,1.06,26.57,0.0,0.0,0.0,0.0,,
Enabled,Responsive display ad,https://www.prioritypestandmosquito.com/pest-control-services/rodent-control/, --,Achieve a Perfect Lawn with Professional Mole & Gopher Control.,Mole Removal Made Easy, --,"Pristine Lawn, No Gophers", --,Rodent Control for Homes, --,Eco-Friendly Pest Solutions, --,"Your Yard, Pest Free", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Enjoy a mole-free garden., --,Lawn care with pest control., --,"Safe, effective rodent removal.", --,Green solutions for pest issues., --,Your lawn deserves the best care.,117815652252; 119371135124; 119403235074; 119379715915,118227598747; 118250833731; 118250766804; 117753070513; 117753070510,15049444732, --,Priority Pest & Mosquito, --,118907971602, --, --,true,All formats, --, --,true,true, --, --,No,, --, --,,M&G_Awareness_Top,Ad group 1,Display,All features,https://www.prioritypestandmosquito.com/pest-control-services/rodent-control/,28.0,24132.0,0.12,USD,1.28,35.73,1.0,0.0,35.73,3.57,,
Enabled,Responsive display ad,https://www.prioritypestandmosquito.com/pest-control-services/rodent-control/, --,Safeguard Your Garden with Effective Mole & Gopher Extermination.,End Mole Yard Damage, --,Gopher-Free Gardens, --,Rodent Proof Your Home, --,Safe Extermination Solutions, --,Protect Your Green Spaces, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Say goodbye to garden pests., --,Expert tips for a pest-free yard., --,Protect your home from rodents., --,Trusted extermination services., --,Keep your garden beautiful & safe.,117815652252; 119371135124; 119403235074; 119379715915,118227598747; 118250766804; 117753070513; 117753070510; 118250833731,15049444732, --,Priority Pest & Mosquito, --,118907971602, --, --,true,All formats, --, --,true,true, --, --,No,,{lpurl}?utm_source=google&utm_medium=cpm&utm_campaign=M%26G_Awareness_top&cpm=2.10&utm_content={creative}&headline={headline}&long_headline={long_headline}&description={description}&utm_term={keyword}&utm_click_id={gclid},utm_source=google&utm_medium=cpm&utm_campaign=M%26G_Awareness_top&cpm=2.10,,M&G_Awareness_Top,Ad group 1,Display,All features,https://www.prioritypestandmosquito.com/pest-control-services/rodent-control/,28.0,26443.0,0.11,USD,1.11,31.07,0.0,0.0,0.0,0.0,,
Enabled,Responsive display ad,https://www.prioritypestandmosquito.com/pest-control-services/rodent-control/, --,"Oklahoma City's Best Choice for Safe, Effective Rodent Control",Top OKC Rodent Experts, --,Oklahoma's Best Control, --,Eradicate Rodents Fast, --,"Safe, Effective Solutions", --,OKC Trusted Exterminator, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Specialized in Oklahoma rodent issues. Fast, reliable service.", --,Say goodbye to pests. Professional OKC extermination., --,Local experts in mole and gopher control. Contact us., --,Effective treatments for Oklahoma homes. Book now., --,Your OKC home free of rodents. Guaranteed results.,117815652252; 119371135124; 119403235074; 119379715915,118227598747; 118250766804; 117753070513; 117753070510; 118250833731,15049444732, --,Priority Pest & Mosquito, --,118907971602, --, --,true,All formats, --, --,true,true, --, --,No,, --, --,,M&G_Awareness_Top,Ad group 1,Display,All features,https://www.prioritypestandmosquito.com/pest-control-services/rodent-control/,33.0,27945.0,0.12,USD,0.8,26.38,0.0,0.0,0.0,0.0,,
Enabled,Responsive search ad,https://www.prioritypestandmosquito.com/okcs-most-affordable-bed-bug-removal/, --, --,Bed Bug Pros, --,End Bed Bugs Now, --,Safe Home Solution, --,Expert OKC Pest Control, --,Pet-Safe Treatments, --,Fast Bug Removal, --,Effective Extermination, --,Get Rid of Bed Bugs, --,Budget-Friendly Prices, --,Guaranteed Results, --,Tailored Extermination, --,10 Years Expertise, --,Fast Bed Bug Removal, --,Pet-Safe Methods, --,Total Bug Defense, --, --,"Eco-friendly, pet-safe bed bug treatments for a secure home.", --,"Quick, effective bed bug extermination tailored for homeowners and renters.", --,"Affordable and reliable pest control solutions, ensuring a bed bug-free environment.", --,Safeguard your family and pets with our proven bed bug removal methods., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,bedbug,solutions,No,, --, --,,BedBug_Leads_New,BB_New,Search,All features,https://www.prioritypestandmosquito.com/okcs-most-affordable-bed-bug-removal/,45.0,422.0,10.66,USD,3.68,165.82,1.0,0.0,165.82,2.22,,
Enabled,Responsive search ad,https://www.prioritypestandmosquito.com/, --, --,Delivery available, --,Online estimations available, --,Pest Control In OKC, --,Quality Pest Control, --,Residential Pest Control, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,We Have a Commercial Pest Control Solution for You, --,We Are a Full-Service Pest Control Company, --,Pest Control In OKC From Priority Pest and Mosquito Solutions, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,No,, --, --,,BPM - Bedbugs,Ad group 1,Search,All features,https://www.prioritypestandmosquito.com/,0.0,0.0,0.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,,
Enabled,Responsive search ad,https://www.prioritypestandmosquito.com/okcs-most-affordable-bed-bug-removal/, --, --,OKC's Premier Bed Bug Sprayers, --,Bed Bugs Harm Can Your Health, --,We Get Rid Of Bed Bugs Fast, --,Proven Bed Bug Removal Method, --,Locally Owned & Operated, --,OKC Metro Bedbug Exterminators, --,Get Rid Of Bed Bugs For Good, --,Quickly Get Rid of Bed Bugs, --,$100 Off Your Service, --,Affordable Bed Bug Removal, --,OKC's Best Bed Bug Removers, --,Most Effective Bedbug Remedy, --,Fast Bedbug Clean Out, --,Custom Service To Meet Needs, --,Priority Pest and Mosquito, --, --,One Mention of Our Services Will Send Bedbugs Running -Take $100 Off Your First Room., --,"Bed Bugs invade your bed, your walls, your clothes, & more. Our experienced team can help.", --,"Keep Your Family Safe from Bed Bugs, Bites, & Diseases. Priority Pest Destroys Bed Bugs", --,Eliminate Bed Bugs and keep Them Away for Good. Family and Pet Friendly Bug Extermination., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Bed-Bugs,Removal,No,, --, --,,BPM - Bedbugs,Bed Bugs,Search,All features,https://www.prioritypestandmosquito.com/okcs-most-affordable-bed-bug-removal/,2964.0,61713.0,4.8,USD,5.02,14867.68,146.2,0.0,101.69,4.93,,
Enabled,Responsive search ad,https://www.prioritypestandmosquito.com/, --, --,Delivery available, --,Online estimations available, --,Pest Control In OKC, --,Quality Pest Control, --,Residential Pest Control, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,We Have a Commercial Pest Control Solution for You, --,We Are a Full-Service Pest Control Company, --,Pest Control In OKC From Priority Pest and Mosquito Solutions, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,No,, --, --,,BPM - Cockroaches,Ad group 1,Search,All features,https://www.prioritypestandmosquito.com/,0.0,0.0,0.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,,
Enabled,Responsive search ad,https://www.prioritypestandmosquito.com/, --, --,Delivery available, --,Online estimations available, --,Pest Control In OKC, --,Quality Pest Control, --,Residential Pest Control, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,We Have a Commercial Pest Control Solution for You, --,We Are a Full-Service Pest Control Company, --,Pest Control In OKC From Priority Pest and Mosquito Solutions, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,No,, --, --,,BPM - Cockroaches,Ad group 1,Search,All features,https://www.prioritypestandmosquito.com/,0.0,0.0,0.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,,
Enabled,Responsive search ad,https://www.prioritypestandmosquito.com/cockroach-control, --, --,Cockroach Clearing Services, --,Roach Exterminator Near You, --,Priority Pest and Mosquito, --,Rid Yourself of Flying Roaches, --,Best Way To Get Rid of Roaches, --,Prevent German Roaches, --,OKC's Fastest Roach Removal, --,Cockroach Services Edmond, --,Cockroach Services OKC, --,Need the Best Roach Killer?, --,Locally Owned & Operated, --,Kill Small & Big Roaches Now, --,Over 10 Years Experience, --,Oklahoma City Roach Services, --,Roach Problem? We Can Help, --, --,Clear Away those Cockroach pests with Priority Pest and Mosquito Services., --,Get Your Free Quote Today. Keep Your Family Safe with Our Roach Customizable Service., --,Let Priority Pest Solve Your Cockroach Problem. We Will Cater to your Needs., --,"At Priority Pest, we get rid of roaches fast. Get rid of them once and for all. Call Now!", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Cockroach,Cleanouts,No,, --, --,,BPM - Cockroaches,Cockroaches,Search,All features,https://www.prioritypestandmosquito.com/cockroach-control,100.0,10801.0,0.93,USD,4.01,401.11,5.0,0.0,80.22,5.0,,
Enabled,Responsive search ad,https://www.prioritypestandmosquito.com/, --, --,Delivery available, --,Online estimations available, --,OKC Pest Control, --,Residential Pest Control, --,Onsite services available, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,We Have a Commercial Pest Control Solution for You, --,We Are a Full-Service Pest Control Company, --,Pest Control In OKC From Priority Pest and Mosquito Solutions, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,No,, --, --,,BPM - Commercial,Ad group 1,Search,All features,https://www.prioritypestandmosquito.com/,0.0,0.0,0.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,,
Enabled,Responsive search ad,https://www.prioritypestandmosquito.com/, --, --,Delivery available, --,Online estimations available, --,OKC Pest Control, --,Residential Pest Control, --,Onsite services available, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,We Have a Commercial Pest Control Solution for You, --,We Are a Full-Service Pest Control Company, --,Pest Control In OKC From Priority Pest and Mosquito Solutions, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,No,, --, --,,BPM - Commercial,Ad group 1,Search,All features,https://www.prioritypestandmosquito.com/,0.0,0.0,0.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,,
Enabled,Responsive search ad,https://www.prioritypestandmosquito.com/commercial-control/, --, --,Oklahoma City Pest Control, --,Commercial Pest Control, --,Priority Pest and Mosquito, --,Commercial Pest Control In OKC, --,OKc Commercial Pest Control, --,Remove Bugs From Your Office, --,Got Bugs In Your Office?, --,Locally Owned & Operated, --,Pest Control for Offices OKC, --,OKC Commercial Mice Control, --,Restaurant Pest Control, --,No Job Too Small Or Too Large, --,Commercial Termite Control, --,Over 10 Years Of Experience, --,Get In Touch With Us, --, --,"At Priority Pest, Protecting Your Business is Our Business. Schedule Pest Control Service", --,"Today! We Inspect, Exterminate and Prevent. Guaranteed Exceptional Service", --,Commercial Pest Control in Oklahoma You Can Trust. Protecting Your Business is Our Job, --,"Priority Pest & Mosquito Solutions, your trusted commercial pest control company", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Commercial,Pest-Control,No,, --, --,,BPM - Commercial,Comm Pest Control,Search,All features,https://www.prioritypestandmosquito.com/commercial-control/,52.0,6627.0,0.78,USD,2.73,141.78,1.0,0.0,141.78,1.92,,
